"id","sku","name","description","packaging","category_id","featured","status","images","created_at","updated_at"
"122","10609","Sobrecoxa Premium","Opção versátil que combina com diversos tipos de preparo culinário.","Pacote 500g","4","false","active","[""/produtos/10609.jpg""]","""2025-10-30T17:27:02.558Z""","""2025-10-30T20:54:37.961Z"""
"123","10610","Asa Premium","Produto premium para clientes exigentes que buscam qualidade superior.","Bandeja 250g","3","false","active","[""/produtos/10610.jpg""]","""2025-10-30T17:27:02.633Z""","""2025-10-30T20:54:38.107Z"""
"124","10611","Lula Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 5kg","4","false","active","[""/produtos/10611.jpg""]","""2025-10-30T17:27:02.709Z""","""2025-10-30T20:54:38.253Z"""
"125","10612","Blanquet Prime","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Pacote família 2kg","5","false","active","[""/produtos/10612.jpg""]","""2025-10-30T17:27:02.784Z""","""2025-10-30T20:54:38.399Z"""
"126","10613","Alcatra","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote família 2kg","3","false","active","[""/produtos/10613.jpg""]","""2025-10-30T17:27:02.859Z""","""2025-10-30T20:54:38.544Z"""
"127","10614","Asa","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Pacote 500g","3","false","active","[""/produtos/10614.jpg""]","""2025-10-30T17:27:02.936Z""","""2025-10-30T20:54:38.690Z"""
"128","10615","Strogonoff","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 10kg","1","false","active","[""/produtos/10615.jpg""]","""2025-10-30T17:27:03.011Z""","""2025-10-30T20:54:38.838Z"""
"129","10618","Salmão Master","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote 500g","1","false","active","[""/produtos/10618.jpg""]","""2025-10-30T17:27:03.085Z""","""2025-10-30T20:54:38.983Z"""
"130","10620","Salmão Supreme","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Pacote 500g","1","false","active","[""/produtos/10620.jpg""]","""2025-10-30T17:27:03.161Z""","""2025-10-30T20:54:39.128Z"""
"131","10622","Asa","Produto de origem controlada, garantindo máxima qualidade e procedência.","Embalagem a vácuo 2kg","5","true","active","[""/produtos/10622.jpg""]","""2025-10-30T17:27:03.237Z""","""2025-10-30T20:54:39.273Z"""
"132","10623","Condimento Gold","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 10kg","6","true","active","[""/produtos/10623.jpg""]","""2025-10-30T17:27:03.311Z""","""2025-10-30T20:54:39.419Z"""
"133","10624","Picanha Prime","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Pacote 500g","3","true","active","[""/produtos/10624.jpg""]","""2025-10-30T17:27:03.386Z""","""2025-10-30T20:55:27.759Z"""
"134","10625","Tempero","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Unidade 1kg","3","false","active","[""/produtos/10625.jpg""]","""2025-10-30T17:27:03.462Z""","""2025-10-30T20:54:44.289Z"""
"135","10633","Almôndega Prime","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem a vácuo 2kg","3","false","active","[""/produtos/10633.jpg""]","""2025-10-30T17:27:03.536Z""","""2025-10-30T20:54:39.711Z"""
"136","10635","Peito Premium","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Bandeja 1kg","6","false","active","[""/produtos/10635.jpg""]","""2025-10-30T17:27:03.611Z""","""2025-10-30T20:54:39.862Z"""
"137","10637","Polvo Master","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Bandeja 500g","1","false","active","[""/produtos/10637.jpg""]","""2025-10-30T17:27:03.686Z""","""2025-10-30T20:54:40.009Z"""
"138","10639","Espetinho Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Embalagem individual","1","false","active","[""/produtos/10639.jpg""]","""2025-10-30T17:27:03.761Z""","""2025-10-30T20:54:40.155Z"""
"139","10640","Peito Gold","Excelente opção para seu negócio, com ótimo custo-benefício.","Caixa com 20 unidades","2","false","active","[""/produtos/10640.jpg""]","""2025-10-30T17:27:03.837Z""","""2025-10-30T20:54:40.301Z"""
"140","10644","Queijo","Excelente opção para seu negócio, com ótimo custo-benefício.","Unidade 1kg","4","true","active","[""/produtos/10644.jpg""]","""2025-10-30T17:27:03.912Z""","""2025-10-30T20:54:40.450Z"""
"141","10647","File de Peixe","Excelente para revenda, com embalagem prática e durabilidade garantida.","Unidade 1kg","4","true","active","[""/produtos/10647.jpg""]","""2025-10-30T17:27:03.986Z""","""2025-10-30T20:54:40.595Z"""
"142","10651","Strogonoff Especial","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa com 20 unidades","1","false","active","[""/produtos/10651.jpg""]","""2025-10-30T17:27:04.064Z""","""2025-10-30T20:54:40.743Z"""
"143","10652","Almôndega","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 20 unidades","3","false","active","[""/produtos/10652.jpg""]","""2025-10-30T17:27:04.139Z""","""2025-10-30T20:54:40.888Z"""
"144","10656","Kafta Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 10kg","1","false","active","[""/produtos/10656.jpg""]","""2025-10-30T17:27:04.213Z""","""2025-10-30T20:54:41.034Z"""
"145","10657","Strogonoff Supreme","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 20 unidades","6","true","active","[""/produtos/10657.jpg""]","""2025-10-30T17:27:04.288Z""","""2025-10-30T20:54:41.179Z"""
"146","10660","Fraldinha Premium","Excelente opção para seu negócio, com ótimo custo-benefício.","Caixa master 15kg","1","false","active","[""/produtos/10660.jpg""]","""2025-10-30T17:27:04.364Z""","""2025-10-30T20:54:41.325Z"""
"147","10662","Tilápia Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Caixa com 5kg","3","true","active","[""/produtos/10662.jpg""]","""2025-10-30T17:27:04.439Z""","""2025-10-30T20:54:41.470Z"""
"148","10665","Tempero Master","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem individual","3","false","active","[""/produtos/10665.jpg""]","""2025-10-30T17:27:04.515Z""","""2025-10-30T20:54:41.615Z"""
"149","10666","Strogonoff Supreme","Opção versátil que combina com diversos tipos de preparo culinário.","Pacote família 2kg","4","true","active","[""/produtos/10666.jpg""]","""2025-10-30T17:27:04.592Z""","""2025-10-30T20:54:41.764Z"""
"150","10672","Espetinho","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Bandeja 500g","4","true","active","[""/produtos/10672.jpg""]","""2025-10-30T17:27:04.667Z""","""2025-10-30T20:54:41.911Z"""
"151","10682","Coxa Especial","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 20 unidades","2","false","active","[""/produtos/10682.jpg""]","""2025-10-30T17:27:04.741Z""","""2025-10-30T20:54:42.056Z"""
"152","10684","Coxa Prime","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem individual","4","false","active","[""/produtos/10684.jpg""]","""2025-10-30T17:27:04.816Z""","""2025-10-30T20:54:42.208Z"""
"153","10687","Costela Suína Supreme","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem a vácuo 2kg","1","false","active","[""/produtos/10687.jpg""]","""2025-10-30T17:27:04.915Z""","""2025-10-30T20:54:42.352Z"""
"154","10688","Salmão Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Bandeja 500g","1","false","active","[""/produtos/10688.jpg""]","""2025-10-30T17:27:04.995Z""","""2025-10-30T20:54:42.498Z"""
"155","10689","Strogonoff Supreme","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote família 2kg","6","false","active","[""/produtos/10689.jpg""]","""2025-10-30T17:27:05.071Z""","""2025-10-30T20:54:42.645Z"""
"156","10691","Sobrecoxa Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 5kg","4","false","active","[""/produtos/10691.jpg""]","""2025-10-30T17:27:05.173Z""","""2025-10-30T20:54:42.794Z"""
"157","10692","Asa","Opção versátil que combina com diversos tipos de preparo culinário.","Saco plástico 3kg","3","false","active","[""/produtos/10692.jpg""]","""2025-10-30T17:27:05.247Z""","""2025-10-30T20:54:42.941Z"""
"158","10693","Filé Mignon Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 20 unidades","6","false","active","[""/produtos/10693.jpg""]","""2025-10-30T17:27:05.323Z""","""2025-10-30T20:54:43.087Z"""
"159","10694","Contrafilé Gold","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Unidade 1kg","6","false","active","[""/produtos/10694.jpg""]","""2025-10-30T17:27:05.397Z""","""2025-10-30T20:54:43.231Z"""
"160","10695","Queijo Especial","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa com 10kg","2","false","active","[""/produtos/10695.jpg""]","""2025-10-30T17:27:05.474Z""","""2025-10-30T20:54:43.377Z"""
"161","10696","Picanha Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Pacote família 2kg","3","false","active","[""/produtos/10696.jpg""]","""2025-10-30T17:27:05.548Z""","""2025-10-30T20:54:43.534Z"""
"162","10700","Maminha Prime","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 5kg","6","false","active","[""/produtos/10700.jpg""]","""2025-10-30T17:27:05.624Z""","""2025-10-30T20:54:43.679Z"""
"163","10703","Fraldinha","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote família 2kg","2","false","active","[""/produtos/10703.jpg""]","""2025-10-30T17:27:05.698Z""","""2025-10-30T20:54:43.826Z"""
"164","10704","Fraldinha","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Saco plástico 3kg","1","false","active","[""/produtos/10704.jpg""]","""2025-10-30T17:27:05.775Z""","""2025-10-30T20:54:43.974Z"""
"165","10705","Molho Master","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 20 unidades","6","false","active","[""/produtos/10705.jpg""]","""2025-10-30T17:27:05.850Z""","""2025-10-30T20:54:44.136Z"""
"166","10708","Fraldinha Prime","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa master 15kg","4","false","active","[""/produtos/10708.jpg""]","""2025-10-30T17:27:05.928Z""","""2025-10-30T20:55:27.904Z"""
"167","10709","Especiaria Supreme","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 5kg","6","false","active","[""/produtos/10709.jpg""]","""2025-10-30T17:27:06.003Z""","""2025-10-30T20:54:48.986Z"""
"168","10711","Camarão Premium","Produto de origem controlada, garantindo máxima qualidade e procedência.","Embalagem a vácuo 2kg","6","false","active","[""/produtos/10711.jpg""]","""2025-10-30T17:27:06.078Z""","""2025-10-30T20:54:44.436Z"""
"169","10716","Tempero","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 500g","3","false","active","[""/produtos/10716.jpg""]","""2025-10-30T17:27:06.153Z""","""2025-10-30T20:54:44.582Z"""
"170","10721","Lombo Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Bandeja 1kg","3","false","active","[""/produtos/10721.jpg""]","""2025-10-30T17:27:06.228Z""","""2025-10-30T20:54:44.727Z"""
"171","10740","Tilápia Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa com 5kg","1","false","active","[""/produtos/10740.jpg""]","""2025-10-30T17:27:06.303Z""","""2025-10-30T20:54:44.873Z"""
"172","10750","Condimento Especial","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote 1kg","6","false","active","[""/produtos/10750.jpg""]","""2025-10-30T17:27:06.378Z""","""2025-10-30T20:54:45.019Z"""
"173","10751","Maminha","Produto premium para clientes exigentes que buscam qualidade superior.","Unidade 1kg","6","false","active","[""/produtos/10751.jpg""]","""2025-10-30T17:27:06.454Z""","""2025-10-30T20:54:45.164Z"""
"174","10756","Kafta Supreme","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Embalagem a vácuo 2kg","5","false","active","[""/produtos/10756.jpg""]","""2025-10-30T17:27:06.530Z""","""2025-10-30T20:54:45.309Z"""
"175","10757","Lula Especial","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote família 2kg","4","false","active","[""/produtos/10757.jpg""]","""2025-10-30T17:27:06.605Z""","""2025-10-30T20:54:45.456Z"""
"176","10758","Strogonoff Supreme","Produto premium para clientes exigentes que buscam qualidade superior.","Unidade 1kg","2","false","active","[""/produtos/10758.jpg""]","""2025-10-30T17:27:06.681Z""","""2025-10-30T20:54:45.600Z"""
"177","10782","Queijo Supreme","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Bandeja 250g","2","false","active","[""/produtos/10782.jpg""]","""2025-10-30T17:27:06.757Z""","""2025-10-30T20:54:45.745Z"""
"178","10790","Presunto","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote família 2kg","6","false","active","[""/produtos/10790.jpg""]","""2025-10-30T17:27:06.832Z""","""2025-10-30T20:54:45.892Z"""
"179","10804","Maminha Premium","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Bandeja 250g","6","false","active","[""/produtos/10804.jpg""]","""2025-10-30T17:27:06.908Z""","""2025-10-30T20:54:46.037Z"""
"180","10805","Queijo Select","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Bandeja 250g","5","false","active","[""/produtos/10805.jpg""]","""2025-10-30T17:27:06.984Z""","""2025-10-30T20:54:46.184Z"""
"181","10813","Lula Premium","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote família 2kg","2","false","active","[""/produtos/10813.jpg""]","""2025-10-30T17:27:07.059Z""","""2025-10-30T20:54:46.338Z"""
"182","10814","Hambúrguer Especial","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa master 15kg","2","false","active","[""/produtos/10814.jpg""]","""2025-10-30T17:27:07.137Z""","""2025-10-30T20:54:46.484Z"""
"183","10817","Tilápia Especial","Opção versátil que combina com diversos tipos de preparo culinário.","Bandeja 500g","3","false","active","[""/produtos/10817.jpg""]","""2025-10-30T17:27:07.212Z""","""2025-10-30T20:54:46.644Z"""
"184","10819","Linguiça Select","Produto de origem controlada, garantindo máxima qualidade e procedência.","Embalagem individual","4","false","active","[""/produtos/10819.jpg""]","""2025-10-30T17:27:07.288Z""","""2025-10-30T20:54:46.792Z"""
"185","10829","File de Peixe Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa master 15kg","4","false","active","[""/produtos/10829.jpg""]","""2025-10-30T17:27:07.363Z""","""2025-10-30T20:54:46.940Z"""
"186","10830","Mortadela Premium","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa master 15kg","3","false","active","[""/produtos/10830.jpg""]","""2025-10-30T17:27:07.439Z""","""2025-10-30T20:54:47.087Z"""
"187","10831","Cupim Select","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Pacote 500g","1","false","active","[""/produtos/10831.jpg""]","""2025-10-30T17:27:07.514Z""","""2025-10-30T20:54:47.233Z"""
"188","10835","Coxa Especial","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Bandeja 250g","3","false","active","[""/produtos/10835.jpg""]","""2025-10-30T17:27:07.590Z""","""2025-10-30T20:54:47.379Z"""
"189","10837","Blanquet Especial","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 250g","6","false","active","[""/produtos/10837.jpg""]","""2025-10-30T17:27:07.666Z""","""2025-10-30T20:54:47.524Z"""
"190","10850","Contrafilé Premium","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote família 2kg","6","true","active","[""/produtos/10850.jpg""]","""2025-10-30T17:27:07.740Z""","""2025-10-30T20:54:47.671Z"""
"191","10858","Hambúrguer Supreme","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Bandeja 500g","4","false","active","[""/produtos/10858.jpg""]","""2025-10-30T17:27:07.815Z""","""2025-10-30T20:54:47.817Z"""
"192","10859","Kafta Select","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 500g","4","false","active","[""/produtos/10859.jpg""]","""2025-10-30T17:27:07.891Z""","""2025-10-30T20:54:47.963Z"""
"193","10865","Tempero Prime","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Pacote família 2kg","3","true","active","[""/produtos/10865.jpg""]","""2025-10-30T17:27:07.965Z""","""2025-10-30T20:54:48.110Z"""
"194","10867","Strogonoff","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote 500g","4","false","active","[""/produtos/10867.jpg""]","""2025-10-30T17:27:08.039Z""","""2025-10-30T20:54:48.255Z"""
"195","10873","Fraldinha Especial","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Embalagem individual","3","true","active","[""/produtos/10873.jpg""]","""2025-10-30T17:27:08.114Z""","""2025-10-30T20:54:48.401Z"""
"196","10880","Filé Mignon Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Unidade 1kg","3","false","active","[""/produtos/10880.jpg""]","""2025-10-30T17:27:08.192Z""","""2025-10-30T20:54:48.548Z"""
"197","10897","Alcatra","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa com 5kg","3","false","active","[""/produtos/10897.jpg""]","""2025-10-30T17:27:08.268Z""","""2025-10-30T20:54:48.693Z"""
"198","10903","Cupim Gold","Produto de origem controlada, garantindo máxima qualidade e procedência.","Unidade 1kg","5","false","active","[""/produtos/10903.jpg""]","""2025-10-30T17:27:08.344Z""","""2025-10-30T20:54:48.840Z"""
"199","10915","File de Peixe Especial","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Unidade 1kg","1","false","active","[""/produtos/10915.jpg""]","""2025-10-30T17:27:08.419Z""","""2025-10-30T20:55:28.055Z"""
"200","10916","Sassami Premium","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote 1kg","5","false","active","[""/produtos/10916.jpg""]","""2025-10-30T17:27:08.493Z""","""2025-10-30T20:54:53.647Z"""
"201","10920","Polvo Supreme","Excelente opção para seu negócio, com ótimo custo-benefício.","Caixa com 20 unidades","6","false","active","[""/produtos/10920.jpg""]","""2025-10-30T17:27:08.569Z""","""2025-10-30T20:54:49.135Z"""
"202","10924","Cupim Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Bandeja 1kg","6","false","active","[""/produtos/10924.jpg""]","""2025-10-30T17:27:08.645Z""","""2025-10-30T20:54:49.281Z"""
"203","10926","Sobrecoxa Especial","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa com 20 unidades","3","false","active","[""/produtos/10926.jpg""]","""2025-10-30T17:27:08.721Z""","""2025-10-30T20:54:49.427Z"""
"204","10935","Contrafilé Prime","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Bandeja 500g","5","false","active","[""/produtos/10935.jpg""]","""2025-10-30T17:27:08.796Z""","""2025-10-30T20:54:49.573Z"""
"205","10937","Lombo Select","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote 1kg","1","false","active","[""/produtos/10937.jpg""]","""2025-10-30T17:27:08.872Z""","""2025-10-30T20:54:49.718Z"""
"206","10950","Presunto Select","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa com 20 unidades","3","false","active","[""/produtos/10950.jpg""]","""2025-10-30T17:27:08.949Z""","""2025-10-30T20:54:49.864Z"""
"207","10951","Picanha Master","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 500g","6","false","active","[""/produtos/10951.jpg""]","""2025-10-30T17:27:09.024Z""","""2025-10-30T20:54:50.009Z"""
"208","10956","Blanquet Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 500g","1","false","active","[""/produtos/10956.jpg""]","""2025-10-30T17:27:09.099Z""","""2025-10-30T20:54:50.155Z"""
"209","10958","Tempero Supreme","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 20 unidades","6","false","active","[""/produtos/10958.jpg""]","""2025-10-30T17:27:09.174Z""","""2025-10-30T20:54:50.302Z"""
"210","10973","Tilápia Especial","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Embalagem individual","3","false","active","[""/produtos/10973.jpg""]","""2025-10-30T17:27:09.250Z""","""2025-10-30T20:54:50.447Z"""
"211","10975","Sobrecoxa Prime","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote família 2kg","2","false","active","[""/produtos/10975.jpg""]","""2025-10-30T17:27:09.325Z""","""2025-10-30T20:54:50.593Z"""
"212","10976","Especiaria Supreme","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 5kg","5","false","active","[""/produtos/10976.jpg""]","""2025-10-30T17:27:09.401Z""","""2025-10-30T20:54:50.738Z"""
"213","10978","Presunto Especial","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 250g","2","false","active","[""/produtos/10978.jpg""]","""2025-10-30T17:27:09.475Z""","""2025-10-30T20:54:50.883Z"""
"214","10980","Espetinho Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 5kg","3","true","active","[""/produtos/10980.jpg""]","""2025-10-30T17:27:09.551Z""","""2025-10-30T20:54:51.028Z"""
"215","10982","Coxa Supreme","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 5kg","6","false","active","[""/produtos/10982.jpg""]","""2025-10-30T17:27:09.626Z""","""2025-10-30T20:54:51.173Z"""
"216","10986","Coxa Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem a vácuo 2kg","1","false","active","[""/produtos/10986.jpg""]","""2025-10-30T17:27:09.700Z""","""2025-10-30T20:54:51.318Z"""
"217","10988","Salmão Especial","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Unidade 1kg","5","false","active","[""/produtos/10988.jpg""]","""2025-10-30T17:27:09.774Z""","""2025-10-30T20:54:51.464Z"""
"218","10989","Blanquet Gold","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Bandeja 500g","3","false","active","[""/produtos/10989.jpg""]","""2025-10-30T17:27:09.848Z""","""2025-10-30T20:54:51.609Z"""
"219","10991","Kafta Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 20 unidades","5","false","active","[""/produtos/10991.jpg""]","""2025-10-30T17:27:09.924Z""","""2025-10-30T20:54:51.755Z"""
"220","10992","Molho Especial","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 20 unidades","5","false","active","[""/produtos/10992.jpg""]","""2025-10-30T17:27:09.999Z""","""2025-10-30T20:54:51.900Z"""
"221","10993","Presunto Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Pacote 500g","2","false","active","[""/produtos/10993.jpg""]","""2025-10-30T17:27:10.074Z""","""2025-10-30T20:54:52.046Z"""
"222","10995","Salsicha Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Unidade 1kg","2","false","active","[""/produtos/10995.jpg""]","""2025-10-30T17:27:10.149Z""","""2025-10-30T20:54:52.191Z"""
"223","10996","Asa Supreme","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote família 2kg","5","false","active","[""/produtos/10996.jpg""]","""2025-10-30T17:27:10.224Z""","""2025-10-30T20:54:52.337Z"""
"224","10997","File de Peixe Prime","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Unidade 1kg","2","true","active","[""/produtos/10997.jpg""]","""2025-10-30T17:27:10.298Z""","""2025-10-30T20:54:52.483Z"""
"225","10999","Fraldinha Prime","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem a vácuo 2kg","4","false","active","[""/produtos/10999.jpg""]","""2025-10-30T17:27:10.373Z""","""2025-10-30T20:54:52.630Z"""
"226","11000","Kafta Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa master 15kg","4","false","active","[""/produtos/11000.jpg""]","""2025-10-30T17:27:10.448Z""","""2025-10-30T20:54:52.776Z"""
"227","11001","Almôndega Master","Opção versátil que combina com diversos tipos de preparo culinário.","Saco plástico 3kg","6","false","active","[""/produtos/11001.jpg""]","""2025-10-30T17:27:10.523Z""","""2025-10-30T20:54:52.922Z"""
"228","11006","Bacon Premium","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Embalagem a vácuo 2kg","6","false","active","[""/produtos/11006.jpg""]","""2025-10-30T17:27:10.598Z""","""2025-10-30T20:54:53.068Z"""
"229","11009","Bacon Select","Opção versátil que combina com diversos tipos de preparo culinário.","Pacote 500g","5","false","active","[""/produtos/11009.jpg""]","""2025-10-30T17:27:10.676Z""","""2025-10-30T20:54:53.213Z"""
"230","11010","Salsicha Select","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem a vácuo 2kg","2","false","active","[""/produtos/11010.jpg""]","""2025-10-30T17:27:10.752Z""","""2025-10-30T20:54:53.358Z"""
"231","11011","Sassami Master","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 10kg","3","false","active","[""/produtos/11011.jpg""]","""2025-10-30T17:27:10.827Z""","""2025-10-30T20:54:53.503Z"""
"232","11014","Linguiça Select","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Caixa com 5kg","1","false","active","[""/produtos/11014.jpg""]","""2025-10-30T17:27:10.901Z""","""2025-10-30T20:55:28.200Z"""
"233","11016","Camarão Especial","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote 1kg","5","false","active","[""/produtos/11016.jpg""]","""2025-10-30T17:27:10.977Z""","""2025-10-30T20:54:58.324Z"""
"234","11018","Sassami","Excelente opção para seu negócio, com ótimo custo-benefício.","Bandeja 250g","2","false","active","[""/produtos/11018.jpg""]","""2025-10-30T17:27:11.052Z""","""2025-10-30T20:54:53.792Z"""
"235","11021","Salmão Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 20 unidades","4","false","active","[""/produtos/11021.jpg""]","""2025-10-30T17:27:11.126Z""","""2025-10-30T20:54:53.935Z"""
"236","11022","Maminha Gold","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Pacote família 2kg","2","false","active","[""/produtos/11022.jpg""]","""2025-10-30T17:27:11.203Z""","""2025-10-30T20:54:54.079Z"""
"237","11025","Blanquet","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem individual","3","false","active","[""/produtos/11025.jpg""]","""2025-10-30T17:27:11.278Z""","""2025-10-30T20:54:54.226Z"""
"238","11037","Pernil Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote 1kg","4","false","active","[""/produtos/11037.jpg""]","""2025-10-30T17:27:11.353Z""","""2025-10-30T20:54:54.372Z"""
"239","11044","Queijo Select","Produto premium para clientes exigentes que buscam qualidade superior.","Saco plástico 3kg","4","false","active","[""/produtos/11044.jpg""]","""2025-10-30T17:27:11.430Z""","""2025-10-30T20:54:54.518Z"""
"240","11045","Kafta Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem individual","4","false","active","[""/produtos/11045.jpg""]","""2025-10-30T17:27:11.504Z""","""2025-10-30T20:54:54.664Z"""
"241","11051","Picanha Master","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa com 20 unidades","6","false","active","[""/produtos/11051.jpg""]","""2025-10-30T17:27:11.579Z""","""2025-10-30T20:54:54.811Z"""
"242","11055","Lula Premium","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote 500g","1","false","active","[""/produtos/11055.jpg""]","""2025-10-30T17:27:11.653Z""","""2025-10-30T20:54:54.957Z"""
"243","11057_","Especiaria Especial","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote 1kg","4","false","active","[""/produtos/11057_.jpg""]","""2025-10-30T17:27:11.729Z""","""2025-10-30T20:54:55.102Z"""
"244","11058","Espetinho Gold","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote 1kg","3","false","active","[""/produtos/11058.jpg""]","""2025-10-30T17:27:11.803Z""","""2025-10-30T20:54:55.248Z"""
